Grid,xgrid,ygrid,T1_dS2S,T1_dS2S_Uncertainty,T1_Phi,T1_Phi_Uncertainty
3369,139.803968,36.8456128,-0.2133,0.4498,49.16,29.01
3370,139.845633,36.8456128,-0.2061,0.03417,0.3602,0.02454
3371,139.887298,36.8456128,-0.09015,0.4781,51.04,28.83
3372,139.928963,36.8456128,-0.04715,0.5248,49.1,29.23
3373,139.970628,36.8456128,0.07524,0.463,49.06,28.77
3374,140.012293,36.8456128,0.321,0.03937,0.3446,0.02726
3375,140.053958,36.8456128,0.1131,0.4701,50.8,29.16
3376,140.095623,36.8456128,-0.01497,0.5152,50.2,29.37
3377,140.137288,36.8456128,-0.09234,0.5162,49.08,28.58
3378,140.178953,36.8456128,-0.1707,0.5075,50.21,29.59
3379,140.220618,36.8456128,-0.1824,0.5167,51.03,28.57
3380,140.262283,36.8456128,-0.1928,0.4536,51.56,29.05
3381,140.303948,36.8456128,-0.1449,0.03187,0.4035,0.02288
3382,140.345613,36.8456128,-0.2113,0.4502,50.88,28.49
3383,140.387278,36.8456128,-0.2515,0.5098,48.43,29.08
3384,140.428943,36.8456128,-0.2915,0.53,52.37,28.38
3385,140.470608,36.8456128,-0.3089,0.5236,51.63,29.41
3386,140.512273,36.8456128,-0.2682,0.5245,50.93,28.59
3387,140.553938,36.8456128,-0.2332,0.5022,49.5,28.43
3388,140.595603,36.8456128,-0.1947,0.4752,48.78,28.33
3389,140.637268,36.8456128,-0.2,0.496,51.06,28.39
3390,140.678933,36.8456128,-0.2403,0.5458,49.37,29.04
3391,140.720598,36.8456128,-0.2497,0.6019,50.62,28.84
3392,140.762263,36.8456128,-0.2452,0.6618,51.75,29.37
3393,140.803928,36.8456128,-0.2002,0.6803,50.89,29.25
3394,140.845593,36.8456128,-0.2027,0.7047,49.3,28.67
3395,140.887258,36.8456128,-0.1836,0.702,48.81,28.91
3396,140.928923,36.8456128,-0.1841,0.7098,50.94,28.82
3397,140.970588,36.8456128,-0.1589,0.714,50.5,28.89
3398,141.012253,36.8456128,-0.1662,0.7289,49.87,28.94
3399,141.053918,36.8456128,-0.1396,0.7443,50.14,29.07
3400,141.095583,36.8456128,-0.1003,0.8311,49.62,28.8
3401,138.304028,36.8872778,-0.0752,0.8416,49.68,29.53
3402,138.345693,36.8872778,-0.1097,0.8067,51.34,28.87
3403,138.387358,36.8872778,-0.1403,0.7689,49.93,28.52
3404,138.429023,36.8872778,-0.1431,0.7565,49.37,28.67
3405,138.470688,36.8872778,-0.1729,0.7252,49.73,28.69
3406,138.512353,36.8872778,-0.1838,0.6971,48.89,28.56
3407,138.554018,36.8872778,-0.1897,0.6682,47.69,28.73
3408,138.595683,36.8872778,-0.1952,0.667,48.76,28.32
3409,138.637348,36.8872778,-0.19,0.6974,50.9,28.33
3410,138.679013,36.8872778,-0.1994,0.7066,49.5,28.9
3411,138.720678,36.8872778,-0.1883,0.6938,50.31,29.09
3412,138.762343,36.8872778,-0.1838,0.6651,50.26,28.49
3413,138.804008,36.8872778,-0.2032,0.6289,51.09,28.68
3414,138.845673,36.8872778,-0.2276,0.6157,50.19,28.58
3415,138.887338,36.8872778,-0.2632,0.5915,50.54,29.51
3416,138.929003,36.8872778,-0.3125,0.5874,51.29,28.25
3417,138.970668,36.8872778,-0.3323,0.5558,49.68,29.08
3418,139.012333,36.8872778,-0.3218,0.5327,48.54,29.28
3419,139.053998,36.8872778,-0.3259,0.4939,48.28,28.93
3420,139.095663,36.8872778,-0.3387,0.5215,50.98,28.49
3421,139.137328,36.8872778,-0.3482,0.5521,50.33,29.38
3422,139.178993,36.8872778,-0.3493,0.5731,50.26,28.15
3423,139.220658,36.8872778,-0.3562,0.551,51.48,28.91
3424,139.262323,36.8872778,-0.3686,0.5751,49.24,28.44
3425,139.303988,36.8872778,-0.3566,0.5886,50.08,29.28
3426,139.345653,36.8872778,-0.3668,0.5663,49.24,28.61
3427,139.387318,36.8872778,-0.4103,0.5446,48.78,29.02
3428,139.428983,36.8872778,-0.4677,0.4953,50.07,28.99
3429,139.470648,36.8872778,-0.5224,0.06488,0.4683,0.0457
3430,139.512313,36.8872778,-0.4752,0.4955,48.58,29.02
3431,139.553978,36.8872778,-0.46,0.512,50.9,28.46
3432,139.595643,36.8872778,-0.397,0.4714,51.01,28.61
3433,139.637308,36.8872778,-0.2534,0.05699,0.3043,0.04573
3434,139.678973,36.8872778,-0.3763,0.4765,48.76,28.35
3435,139.720638,36.8872778,-0.398,0.5155,50.74,28.29
3436,139.762303,36.8872778,-0.3743,0.5342,49.04,28.85
3437,139.803968,36.8872778,-0.3174,0.5041,48.52,29.1
3438,139.845633,36.8872778,-0.2542,0.4747,49.69,29.26
3439,139.887298,36.8872778,-0.1957,0.5183,48.63,27.86
3440,139.928963,36.8872778,-0.1585,0.5568,50.6,28.51
3441,139.970628,36.8872778,-0.1077,0.5113,51.35,29.06
3442,140.012293,36.8872778,-0.04802,0.4849,49.75,28.6
3443,140.053958,36.8872778,-0.07608,0.5405,49.76,28.16
3444,140.095623,36.8872778,-0.1504,0.5567,50.59,28.28
3445,140.137288,36.8872778,-0.1909,0.5618,49.13,28.65
3446,140.178953,36.8872778,-0.2585,0.5626,50.43,28.82
3447,140.220618,36.8872778,-0.2848,0.562,50.07,29.14
3448,140.262283,36.8872778,-0.2957,0.5312,48.98,29.06
3449,140.303948,36.8872778,-0.2505,0.4824,51.24,28.6
3450,140.345613,36.8872778,-0.2934,0.5184,49.22,28.44
3451,140.387278,36.8872778,-0.3105,0.5126,50.3,29.2
3452,140.428943,36.8872778,-0.3246,0.5277,49.27,29.19
3453,140.470608,36.8872778,-0.3356,0.55,47.99,28.95
3454,140.512273,36.8872778,-0.308,0.5426,48.76,28.83
3455,140.553938,36.8872778,-0.2709,0.5279,51.09,29.13
3456,140.595603,36.8872778,-0.2386,0.5314,50.18,29.93
3457,140.637268,36.8872778,-0.226,0.5521,49.54,29.22
3458,140.678933,36.8872778,-0.2387,0.5478,49.04,29.14
3459,140.720598,36.8872778,-0.239,0.5927,49.09,29.32
3460,140.762263,36.8872778,-0.2558,0.6623,51.49,29.56
3461,140.803928,36.8872778,-0.2484,0.6961,50.8,28.71
3462,140.845593,36.8872778,-0.2579,0.725,51.22,28.54
3463,140.887258,36.8872778,-0.2274,0.7469,50.27,29.67
3464,140.928923,36.8872778,-0.2062,0.7495,48.45,28.99
3465,140.970588,36.8872778,-0.188,0.7547,50.59,28.87
3466,141.012253,36.8872778,-0.2229,0.7547,50.36,29.3
3467,141.053918,36.8872778,-0.1953,0.7745,49.87,28.95
3468,141.095583,36.8872778,-0.1609,0.8277,50.41,29.23
3469,138.304028,36.9289428,-0.099,0.8316,49.06,28.82
3470,138.345693,36.9289428,-0.1225,0.7807,52.22,29.08
3471,138.387358,36.9289428,-0.1653,0.7447,49.66,29.22
3472,138.429023,36.9289428,-0.1689,0.7311,49.97,28.93
3473,138.470688,36.9289428,-0.2091,0.6947,48.55,28.8
3474,138.512353,36.9289428,-0.1975,0.6916,48.11,28.4
3475,138.554018,36.9289428,-0.1789,0.6717,50.24,28.57
3476,138.595683,36.9289428,-0.2148,0.6501,50.62,29.41
3477,138.637348,36.9289428,-0.2112,0.6791,50.13,28.55
3478,138.679013,36.9289428,-0.1948,0.6813,48.51,28.9
3479,138.720678,36.9289428,-0.1791,0.6895,50.76,28.67
3480,138.762343,36.9289428,-0.1758,0.6661,52.11,28.76
3481,138.804008,36.9289428,-0.2127,0.6307,51.1,28.71
3482,138.845673,36.9289428,-0.239,0.6203,52.15,28.99
3483,138.887338,36.9289428,-0.2835,0.6172,50.36,29.12
3484,138.929003,36.9289428,-0.3065,0.6367,51.22,28.76
3485,138.970668,36.9289428,-0.3005,0.6389,48.59,29.09
3486,139.012333,36.9289428,-0.3047,0.619,49.41,28.51
3487,139.053998,36.9289428,-0.3194,0.6063,49.89,28.83
3488,139.095663,36.9289428,-0.3326,0.5775,50.39,28.91
3489,139.137328,36.9289428,-0.3531,0.5908,49.43,29.05
3490,139.178993,36.9289428,-0.3597,0.5835,48.6,28.02
3491,139.220658,36.9289428,-0.3453,0.5515,51.95,28.97
3492,139.262323,36.9289428,-0.3714,0.5669,48.95,28.6
3493,139.303988,36.9289428,-0.3506,0.6055,49.97,28.36
3494,139.345653,36.9289428,-0.394,0.5719,50.06,28.56
3495,139.387318,36.9289428,-0.4244,0.577,51.83,28.38
3496,139.428983,36.9289428,-0.4604,0.5477,50.49,28.86
3497,139.470648,36.9289428,-0.4864,0.4801,50.87,29.46
3498,139.512313,36.9289428,-0.4799,0.5443,51.08,29.29
3499,139.553978,36.9289428,-0.4963,0.5526,49.83,29.09
3500,139.595643,36.9289428,-0.4946,0.5133,50.93,27.73
3501,139.637308,36.9289428,-0.4847,0.4549,48.13,28.37
3502,139.678973,36.9289428,-0.5774,0.4664,50.13,29.43
3503,139.720638,36.9289428,-0.524,0.5128,50.44,28.44
3504,139.762303,36.9289428,-0.4312,0.5296,49.2,28.91
3505,139.803968,36.9289428,-0.3994,0.5368,49.98,28.85
3506,139.845633,36.9289428,-0.344,0.5497,50.66,29.29
3507,139.887298,36.9289428,-0.2908,0.5631,50.38,28.12
3508,139.928963,36.9289428,-0.2414,0.5734,50.83,28.93
3509,139.970628,36.9289428,-0.2533,0.5651,50.16,28.92
3510,140.012293,36.9289428,-0.2169,0.5534,51.94,28.39
3511,140.053958,36.9289428,-0.219,0.5581,50.54,29.27
3512,140.095623,36.9289428,-0.2515,0.5734,49.15,28.93
3513,140.137288,36.9289428,-0.2809,0.5716,50.82,28.72
3514,140.178953,36.9289428,-0.3355,0.5963,50.05,29.33
3515,140.220618,36.9289428,-0.3514,0.5856,48.18,29.55
3516,140.262283,36.9289428,-0.3567,0.5657,50.65,28.64
3517,140.303948,36.9289428,-0.3389,0.5517,49.64,28.48
3518,140.345613,36.9289428,-0.3597,0.5367,50,28.43
3519,140.387278,36.9289428,-0.3546,0.5641,48.3,28.92
3520,140.428943,36.9289428,-0.3561,0.5668,50.63,29.11
3521,140.470608,36.9289428,-0.3455,0.5488,49.35,29.5
3522,140.512273,36.9289428,-0.3236,0.5195,51.05,27.91
3523,140.553938,36.9289428,-0.293,0.5633,49.67,28.99
3524,140.595603,36.9289428,-0.2582,0.562,49.82,28.91
3525,140.637268,36.9289428,-0.2387,0.5694,49.22,28.47
3526,140.678933,36.9289428,-0.2202,0.5678,52.81,28.52
3527,140.720598,36.9289428,-0.239,0.6158,50.58,29.07
3528,140.762263,36.9289428,-0.26,0.6474,50.2,28.7
3529,140.803928,36.9289428,-0.2662,0.6903,48.95,28.23
3530,140.845593,36.9289428,-0.2741,0.7165,50.66,28.37
3531,140.887258,36.9289428,-0.2731,0.7564,49.42,28.62
3532,140.928923,36.9289428,-0.2506,0.7814,49.94,29.42
3533,140.970588,36.9289428,-0.2402,0.782,51.55,28.55
3534,141.012253,36.9289428,-0.2533,0.7714,49.35,28.57
3535,141.053918,36.9289428,-0.2286,0.8089,49.23,29.13
3536,141.095583,36.9289428,-0.1891,0.8477,50.52,28.75
3537,138.304028,36.9706078,-0.158,0.8575,48.21,28.63
3538,138.345693,36.9706078,-0.1677,0.7952,49.62,28.5
3539,138.387358,36.9706078,-0.2011,0.7532,50.57,29.54
3540,138.429023,36.9706078,-0.2258,0.7433,50.18,28.25
3541,138.470688,36.9706078,-0.2533,0.7347,49.19,29.02
3542,138.512353,36.9706078,-0.2294,0.7382,50.54,28.75
3543,138.554018,36.9706078,-0.2164,0.6911,51.01,28.9
3544,138.595683,36.9706078,-0.2066,0.6502,49.97,28.48
3545,138.637348,36.9706078,-0.2036,0.6409,50.29,29.37
3546,138.679013,36.9706078,-0.178,0.6521,50.23,29.11
3547,138.720678,36.9706078,-0.1623,0.6871,49.01,28.89
3548,138.762343,36.9706078,-0.1603,0.699,50.83,29.1
3549,138.804008,36.9706078,-0.2009,0.668,50.41,28.66
3550,138.845673,36.9706078,-0.258,0.6637,49.38,29.04
3551,138.887338,36.9706078,-0.2791,0.6627,50.83,28.6
3552,138.929003,36.9706078,-0.3059,0.6615,51,28.32
3553,138.970668,36.9706078,-0.3073,0.6621,50.84,28.05
3554,139.012333,36.9706078,-0.3128,0.6318,49.8,29.37
3555,139.053998,36.9706078,-0.3473,0.6525,50.41,28.49
3556,139.095663,36.9706078,-0.3673,0.6403,49.68,28.92
3557,139.137328,36.9706078,-0.3813,0.6421,48.76,29.85
3558,139.178993,36.9706078,-0.383,0.6109,50.31,29.28
3559,139.220658,36.9706078,-0.3405,0.5576,49.06,29.24
3560,139.262323,36.9706078,-0.3697,0.5765,50.2,29.38
3561,139.303988,36.9706078,-0.3722,0.5926,51.85,28
3562,139.345653,36.9706078,-0.3895,0.6107,49.93,29.06
3563,139.387318,36.9706078,-0.4479,0.613,50.39,29.68
3564,139.428983,36.9706078,-0.4712,0.5995,51.15,28.66
3565,139.470648,36.9706078,-0.4837,0.556,50.6,28.47
3566,139.512313,36.9706078,-0.4816,0.5481,49.05,29.09
3567,139.553978,36.9706078,-0.5,0.5613,49.68,28.42
3568,139.595643,36.9706078,-0.5218,0.5053,49.93,29.03
3569,139.637308,36.9706078,-0.6371,0.4565,49.67,28.41
3570,139.678973,36.9706078,-0.9841,0.04911,0.3886,0.03305
3571,139.720638,36.9706078,-0.6808,0.4925,49.14,28.51
3572,139.762303,36.9706078,-0.5453,0.5234,49.39,28.78
3573,139.803968,36.9706078,-0.4926,0.5358,48.81,28.61
3574,139.845633,36.9706078,-0.4135,0.5701,50.95,29.45
3575,139.887298,36.9706078,-0.366,0.5778,48.98,28.71
3576,139.928963,36.9706078,-0.321,0.594,49.48,28.5
3577,139.970628,36.9706078,-0.3009,0.608,49.22,29.08
3578,140.012293,36.9706078,-0.2975,0.6071,48.64,28.66
3579,140.053958,36.9706078,-0.3183,0.5777,50.29,28.85
3580,140.095623,36.9706078,-0.3279,0.5826,50.5,28.28
3581,140.137288,36.9706078,-0.3577,0.5608,48.41,29.73
3582,140.178953,36.9706078,-0.3828,0.5814,49.59,28.45
3583,140.220618,36.9706078,-0.3825,0.581,50.44,28.69
3584,140.262283,36.9706078,-0.3759,0.5903,49.83,28.57
3585,140.303948,36.9706078,-0.3656,0.5878,49.17,28.43
3586,140.345613,36.9706078,-0.3747,0.586,51.11,28.7
3587,140.387278,36.9706078,-0.3704,0.5945,49.62,29.37
3588,140.428943,36.9706078,-0.371,0.5693,49.73,28.91
3589,140.470608,36.9706078,-0.356,0.5359,50.13,28.8
3590,140.512273,36.9706078,-0.3182,0.5587,49.39,28.39
3591,140.553938,36.9706078,-0.26,0.5853,50.35,28.87
3592,140.595603,36.9706078,-0.2324,0.5905,49.9,27.86
3593,140.637268,36.9706078,-0.2293,0.5956,49.71,28.62
3594,140.678933,36.9706078,-0.2265,0.5839,51.18,28.47
3595,140.720598,36.9706078,-0.228,0.6388,50.44,28.34
3596,140.762263,36.9706078,-0.2493,0.658,48.63,28.74
3597,140.803928,36.9706078,-0.2342,0.6738,48.87,29.33
3598,140.845593,36.9706078,-0.2672,0.689,50.15,28.21
3599,140.887258,36.9706078,-0.2658,0.7304,51.32,28.9
3600,140.928923,36.9706078,-0.2758,0.758,50.01,28.06
3601,140.970588,36.9706078,-0.2745,0.7783,50.13,28.99
3602,141.012253,36.9706078,-0.2701,0.775,50.04,28.32
3603,141.053918,36.9706078,-0.2327,0.8254,51.05,28.5
3604,141.095583,36.9706078,-0.1976,0.8583,50.77,28.65
3605,138.304028,37.0122728,-0.1743,0.8943,49.28,28.6
3606,138.345693,37.0122728,-0.2155,0.8261,51.21,28.84
3607,138.387358,37.0122728,-0.2372,0.8036,50.39,28.11
3608,138.429023,37.0122728,-0.2534,0.773,49.83,29.05
3609,138.470688,37.0122728,-0.2538,0.7691,50.56,28.75
3610,138.512353,37.0122728,-0.2312,0.7388,49.26,28.84
3611,138.554018,37.0122728,-0.241,0.7,50.97,29
3612,138.595683,37.0122728,-0.2042,0.6466,49.65,29.29
3613,138.637348,37.0122728,-0.22,0.6445,49.11,29.18
3614,138.679013,37.0122728,-0.2106,0.6409,51.1,29.13
3615,138.720678,37.0122728,-0.214,0.6797,50.13,28.79
3616,138.762343,37.0122728,-0.2098,0.7305,49.93,28.65
3617,138.804008,37.0122728,-0.2165,0.7414,49.28,28.52
3618,138.845673,37.0122728,-0.2787,0.7555,49.37,28.69
3619,138.887338,37.0122728,-0.268,0.7315,47.66,28.56
3620,138.929003,37.0122728,-0.315,0.7346,51.59,29.07
3621,138.970668,37.0122728,-0.3367,0.721,51.14,29.17
3622,139.012333,37.0122728,-0.3564,0.7176,49.41,28.5
3623,139.053998,37.0122728,-0.361,0.7206,49.82,28.15
3624,139.095663,37.0122728,-0.3656,0.6852,48.84,29.32
3625,139.137328,37.0122728,-0.3902,0.6763,50.31,29.01
3626,139.178993,37.0122728,-0.3983,0.6525,49.77,28.53
3627,139.220658,37.0122728,-0.3869,0.5962,50.21,28.9
3628,139.262323,37.0122728,-0.3915,0.5879,48.82,29.03
3629,139.303988,37.0122728,-0.3794,0.5986,49.82,28.64
3630,139.345653,37.0122728,-0.3867,0.6131,50.06,29.42
3631,139.387318,37.0122728,-0.4214,0.6263,50.58,28.76
3632,139.428983,37.0122728,-0.4489,0.624,50.16,28.36
3633,139.470648,37.0122728,-0.4778,0.5565,50.17,28.05
3634,139.512313,37.0122728,-0.4823,0.5659,51.06,29.1
3635,139.553978,37.0122728,-0.4964,0.5323,49.9,28
3636,139.595643,37.0122728,-0.5275,0.5311,49.22,29.14
3637,139.637308,37.0122728,-0.62,0.5183,49.71,28.28
3638,139.678973,37.0122728,-0.7385,0.449,50.77,28.67
3639,139.720638,37.0122728,-0.6763,0.541,48.93,28.96
3640,139.762303,37.0122728,-0.573,0.5548,47.88,29.19
3641,139.803968,37.0122728,-0.5185,0.5895,50.95,28.38
3642,139.845633,37.0122728,-0.4403,0.6037,50.68,29.39
3643,139.887298,37.0122728,-0.3909,0.6019,50.79,28.06
3644,139.928963,37.0122728,-0.3578,0.6189,51.23,28.96
3645,139.970628,37.0122728,-0.34,0.6418,49.5,29.21
3646,140.012293,37.0122728,-0.3485,0.5956,49.85,28.16
3647,140.053958,37.0122728,-0.3668,0.6088,51.65,28.15
3648,140.095623,37.0122728,-0.3792,0.6088,50.61,28.95
3649,140.137288,37.0122728,-0.4058,0.5891,50.21,29.15
3650,140.178953,37.0122728,-0.4323,0.589,49.17,28.48
3651,140.220618,37.0122728,-0.4495,0.5818,50.25,28.55
3652,140.262283,37.0122728,-0.4552,0.5783,50.85,28.4
3653,140.303948,37.0122728,-0.4261,0.5735,49.03,28.35
3654,140.345613,37.0122728,-0.4058,0.6049,49.42,28.46
3655,140.387278,37.0122728,-0.3772,0.5978,49.49,27.92
3656,140.428943,37.0122728,-0.3725,0.5759,50.35,28.51
3657,140.470608,37.0122728,-0.3772,0.5737,50.95,28.55
3658,140.512273,37.0122728,-0.3473,0.5807,49.47,28.58
3659,140.553938,37.0122728,-0.283,0.5873,50.7,29.59
3660,140.595603,37.0122728,-0.2479,0.6169,51.19,28.85
3661,140.637268,37.0122728,-0.2398,0.6365,52.51,28.88
3662,140.678933,37.0122728,-0.2193,0.6441,51.41,28.36
3663,140.720598,37.0122728,-0.2203,0.689,51.79,28.85
3664,140.762263,37.0122728,-0.2401,0.6805,49.66,28.68
3665,140.803928,37.0122728,-0.238,0.6625,49.84,28.87
3666,140.845593,37.0122728,-0.2434,0.6546,50.1,29.07
3667,140.887258,37.0122728,-0.2425,0.7087,52.38,29.11
3668,140.928923,37.0122728,-0.2608,0.7398,51.29,29.3
3669,140.970588,37.0122728,-0.2717,0.7665,49.65,28.49
3670,141.012253,37.0122728,-0.2611,0.7757,50.07,29.16
3671,141.053918,37.0122728,-0.2439,0.8212,51.44,28.93
3672,141.095583,37.0122728,-0.2323,0.8782,48.81,28.88
3673,138.304028,37.0539378,-0.2155,0.9197,50.64,29.01
3674,138.345693,37.0539378,-0.2352,0.8667,50.79,28.68
3675,138.387358,37.0539378,-0.2542,0.8552,48.18,29.84
3676,138.429023,37.0539378,-0.2685,0.826,48.99,28.6
3677,138.470688,37.0539378,-0.2747,0.8168,50.84,29.12
3678,138.512353,37.0539378,-0.2521,0.7616,49.94,28.86
3679,138.554018,37.0539378,-0.2466,0.7054,49.47,28.94
3680,138.595683,37.0539378,-0.2249,0.6596,48.29,28.14
3681,138.637348,37.0539378,-0.2432,0.628,50.51,28.66
3682,138.679013,37.0539378,-0.2387,0.6552,48.77,28.36
3683,138.720678,37.0539378,-0.2347,0.6918,51.46,29
3684,138.762343,37.0539378,-0.2527,0.7319,50.76,28.96
3685,138.804008,37.0539378,-0.2635,0.7996,49.23,28.87
3686,138.845673,37.0539378,-0.288,0.8414,49.67,28.89
3687,138.887338,37.0539378,-0.3238,0.8003,49.03,28.47
3688,138.929003,37.0539378,-0.3474,0.7989,51.19,28.44
3689,138.970668,37.0539378,-0.3467,0.7704,51.15,28.8
3690,139.012333,37.0539378,-0.3503,0.7822,50.77,28.09
3691,139.053998,37.0539378,-0.3815,0.7495,50.12,28.69
3692,139.095663,37.0539378,-0.3843,0.714,48.56,29.07
3693,139.137328,37.0539378,-0.4031,0.6874,47.87,29.15
3694,139.178993,37.0539378,-0.4213,0.6671,50.68,28.83
3695,139.220658,37.0539378,-0.4408,0.6261,49.94,29.11
3696,139.262323,37.0539378,-0.4329,0.6063,50.52,28.86
3697,139.303988,37.0539378,-0.3858,0.5941,49.79,28.88
3698,139.345653,37.0539378,-0.387,0.6233,49.61,28.88
3699,139.387318,37.0539378,-0.4179,0.6262,49.87,28.65
3700,139.428983,37.0539378,-0.4237,0.5956,49.93,29.13
3701,139.470648,37.0539378,-0.4188,0.611,50.45,28.36
3702,139.512313,37.0539378,-0.4568,0.589,51.48,28.5
3703,139.553978,37.0539378,-0.4548,0.5713,49.4,28.8
3704,139.595643,37.0539378,-0.4927,0.5694,48.14,28.85
3705,139.637308,37.0539378,-0.5769,0.5907,51.43,28.97
3706,139.678973,37.0539378,-0.6412,0.545,50.83,29.1
3707,139.720638,37.0539378,-0.6098,0.5549,49.69,28.86
3708,139.762303,37.0539378,-0.5813,0.5777,49.5,28.59
3709,139.803968,37.0539378,-0.5548,0.6011,51.12,28.86
3710,139.845633,37.0539378,-0.5046,0.6595,49.72,29.62
3711,139.887298,37.0539378,-0.4486,0.6372,47.96,28.62
3712,139.928963,37.0539378,-0.4278,0.6393,48.81,28.94
3713,139.970628,37.0539378,-0.4179,0.6597,50.89,29.47
3714,140.012293,37.0539378,-0.419,0.6211,49.21,28.17
3715,140.053958,37.0539378,-0.3935,0.5987,50.43,28.86
3716,140.095623,37.0539378,-0.4111,0.6072,49.96,28.3
3717,140.137288,37.0539378,-0.4208,0.5856,49.81,29.12
3718,140.178953,37.0539378,-0.4699,0.5795,50.02,29.42
3719,140.220618,37.0539378,-0.4901,0.5816,48.81,29.1
3720,140.262283,37.0539378,-0.4648,0.5777,50.64,29.31
3721,140.303948,37.0539378,-0.4263,0.5919,49.83,29.1
3722,140.345613,37.0539378,-0.4087,0.6149,50.74,28.86
3723,140.387278,37.0539378,-0.3638,0.5861,50.75,29.22
3724,140.428943,37.0539378,-0.3486,0.6039,49.44,28.94
3725,140.470608,37.0539378,-0.3229,0.5973,51.32,28.48
3726,140.512273,37.0539378,-0.3063,0.5894,50.6,29.16
3727,140.553938,37.0539378,-0.2662,0.5931,49.81,29.13
3728,140.595603,37.0539378,-0.246,0.6226,49.55,28.98
3729,140.637268,37.0539378,-0.2152,0.6554,51.15,29.28
3730,140.678933,37.0539378,-0.1999,0.679,50.32,29.11
3731,140.720598,37.0539378,-0.2062,0.6999,49.51,28.86
3732,140.762263,37.0539378,-0.2156,0.664,50.35,28.66
3733,140.803928,37.0539378,-0.2104,0.6868,49.55,28.36
3734,140.845593,37.0539378,-0.1988,0.6718,50.2,29.15
3735,140.887258,37.0539378,-0.2139,0.731,48.21,28.69
3736,140.928923,37.0539378,-0.2388,0.7681,48.53,28.06
3737,140.970588,37.0539378,-0.2789,0.7905,49.67,28.57
3738,141.012253,37.0539378,-0.2583,0.8007,49.51,28.7
3739,141.053918,37.0539378,-0.2577,0.8211,50.15,29.92
3740,141.095583,37.0539378,-0.2506,0.9254,49.52,29.5
3741,138.304028,37.0956028,-0.2515,0.9631,50.02,28.51
3742,138.345693,37.0956028,-0.2779,0.8959,48.89,29.02
3743,138.387358,37.0956028,-0.2742,0.8865,49.7,28.68
3744,138.429023,37.0956028,-0.2747,0.8664,50.66,29.34
3745,138.470688,37.0956028,-0.2865,0.8377,50.23,29.22
3746,138.512353,37.0956028,-0.295,0.7565,50.24,29
3747,138.554018,37.0956028,-0.2745,0.7076,50.18,29.08
3748,138.595683,37.0956028,-0.232,0.677,49.42,29.03
3749,138.637348,37.0956028,-0.2504,0.6695,50.11,29.03
3750,138.679013,37.0956028,-0.2641,0.6879,49.23,29.48
3751,138.720678,37.0956028,-0.2635,0.7006,50.28,28.79
3752,138.762343,37.0956028,-0.2993,0.7513,50.56,28.43
3753,138.804008,37.0956028,-0.311,0.8561,49.85,29.08
3754,138.845673,37.0956028,-0.3314,0.9081,49.03,29.22
3755,138.887338,37.0956028,-0.3668,0.8921,48.11,28.57
3756,138.929003,37.0956028,-0.3872,0.8411,49.7,28.6
3757,138.970668,37.0956028,-0.3717,0.8328,48.33,29.01
3758,139.012333,37.0956028,-0.4013,0.8461,49.64,28.65
3759,139.053998,37.0956028,-0.4218,0.7887,49.8,28.89
3760,139.095663,37.0956028,-0.4025,0.7363,50.27,28.64
3761,139.137328,37.0956028,-0.4121,0.7202,49.08,29.3
3762,139.178993,37.0956028,-0.4251,0.6828,50.08,28.78
3763,139.220658,37.0956028,-0.4621,0.6622,49.68,29.16
3764,139.262323,37.0956028,-0.4598,0.619,48.92,29.19
3765,139.303988,37.0956028,-0.4417,0.6089,50.04,28.22
3766,139.345653,37.0956028,-0.3915,0.6578,50.09,29.87
